Table.Column,pct_of_hmis_beds_hh_without_children,integer,% of HMIS Beds HH without Children,
Table.Column,pct_of_hmis_beds_hh_w_only_children,integer,% of HMIS Beds HH w/ only Children,
Table.Column,total_seasonal_beds,integer,Total Seasonal Beds,
Table.Column,seasonal_beds_available_in_hmis,integer,Seasonal Beds Available in HMIS,
Table.Column,availability_start_date,integer,Availability Start Date,
Table.Column,availability_end_date,integer,Availability End Date,
Table.Column,overflow_beds,integer,Overflow Beds,
Table.Column,hmis_overflow_beds,integer,HMIS Overflow Beds,
Table.Column,pit_count,integer,PIT Count,
Table.Column,total_beds,integer,Total Beds,
Table.Column,utilization_rate,number,Utilization Rate,
Table.Column,last_update_on,number,Last Update On,
